Type of weapon,Caliber,Brand/Model,Permissibility in civilian circulation,ID Code,Full Name,Date of Birth,Residential Address,Weapon Registered Date,License Number,Affiliation,Prior Incidents,Notes on Modifications,Nationality,Gender,Occupation,Education Level,Marital Status
Adapter,22LR,CMMG-Bravo-AR-15,Yes,60607074602,Jason Daniels,1977-10-01,"9096 Smith Knoll Suite 668, South Jeffrey, NM 04305",2018-09-08,EE-GUN-908577,None,None,Scope added,Estonian,Female,Engineer,Master's,Single
Adapter,22LR,Blaser-R-8,Yes,60607074603,Michael Powell,1960-09-08,"806 Christopher Meadow, Port Steven, KS 50190",2016-08-05,EE-GUN-975136,Narva Gun Enthusiasts,None,Modified grip,Estonian,Male,Police Officer,Bachelor's,Widowed
Adapter,223 Wylde,Deserttech-MDRX,Yes,60607074604,Gabriel Juarez,1975-04-04,"1708 Zoe Keys Apt. 100, East Mary, FL 31767",2009-10-01,EE-GUN-799330,Reserve Military,Yes,-,Estonian,Male,Retired,PhD,Married
Adapter,22 Mag,Uronen-Precision-UR-15,Yes,60607074605,Brian Gould,1981-02-06,"99124 Beth Inlet Suite 631, North Heidi, TX 79198",2009-07-29,EE-GUN-941204,None,Yes,Modified grip,Estonian,Female,Police Officer,Master's,Divorced
Adapter,222 Rem,Krieghoff-Extra,Yes,60607074606,Kylie Williams,1985-09-16,"85067 Ryan Lake Suite 262, Christinaside, NJ 61432",2020-04-11,EE-GUN-420015,None,No,Barrel shortened,Estonian,Female,Nurse,Bachelor's,Single
Adapter,223 Wylde,Keller-Simmann,Yes,60607074607,Leslie Morris,1966-02-28,"7379 Rogers Park, Hunterborough, KS 45109",2014-12-21,EE-GUN-812526,Narva Gun Enthusiasts,No,Barrel shortened,Estonian,Male,Engineer,Bachelor's,Single
Adapter,223 Rem,CZ-75-Kadett-adapter,Yes,60607074608,Meredith Hill,1950-02-23,"36783 Brewer Overpass, Mcguireland, IN 53506",2013-09-25,EE-GUN-863934,Narva Gun Enthusiasts,Yes,Barrel shortened,Estonian,Male,Nurse,High School,Married
Adapter,223 Rem,Keller-Simmann,Yes,60607074609,Kevin Kennedy,1985-08-02,"7444 David Fields Suite 182, East Joanna, VA 77779",2023-04-22,EE-GUN-481913,Tallinn Marksmen Club,No,Scope added,Estonian,Male,Teacher,Bachelor's,Widowed
Adapter,223 Wylde,CZ-75-Kadett-adapter,Yes,60607074610,Veronica Wall,1969-08-13,"0824 Terri Plaza, Heidiberg, WV 64841",2008-12-11,EE-GUN-681343,None,No,-,Estonian,Male,Engineer,Bachelor's,Married
Adapter,223 Wylde,Hubertus,Yes,60607074611,Laura Harrison,1979-06-06,"7116 Jones Roads, East Edwardshire, CO 33031",2009-06-27,EE-GUN-550770,Narva Gun Enthusiasts,Yes,-,Estonian,Male,Engineer,Master's,Divorced
Adapter,223 Wylde,Keller-Simmann,Yes,60607074612,Jennifer Carlson,1991-07-16,"7496 Carroll Circle Apt. 334, East Johnside, GA 00851",2019-05-10,EE-GUN-197923,None,None,Scope added,Estonian,Male,Retired,High School,Single
Adapter,22 Hornet,CZ-581/584,Yes,60607074613,Kirk Carter,1965-03-17,"713 French Road Apt. 618, Lake Edward, FL 09860",2007-06-27,EE-GUN-577538,Tallinn Marksmen Club,None,Modified grip,Estonian,Female,Lawyer,PhD,Divorced
Adapter,222 Rem,Heym-16-22-Magnum-Extra,Yes,60607074614,Eric Curry,1988-03-10,"PSC 7174, Box 6488, APO AA 57878",2008-03-11,EE-GUN-329471,None,None,-,Estonian,Male,Police Officer,Master's,Divorced
Adapter,.300 BLK,Keller-Simmann,Yes,60607074615,Stacy Navarro,1990-07-16,"99049 Kathryn Extensions, Stonemouth, KY 24289",2025-05-16,EE-GUN-891937,Tallinn Marksmen Club,None,-,Estonian,Male,Teacher,Master's,Married
Adapter,222 Rem,Deserttech-MDRX,Yes,60607074616,Robert Costa,1981-06-10,"1256 Roberts Locks Apt. 715, Marcusfurt, NY 00651",2023-12-02,EE-GUN-903013,Tallinn Marksmen Club,None,Modified grip,Estonian,Female,Police Officer,Bachelor's,Divorced
Adapter,223 Wylde,Uronen-Precision-UR-15,Yes,60607074617,Anthony Stone,1991-10-29,"34824 Gilmore Oval Apt. 093, West Andrea, MT 12718",2013-02-06,EE-GUN-245095,None,No,-,Estonian,Male,Police Officer,Master's,Married
Adapter,223 Rem,Krieghoff-Extra,Yes,60607074618,Susan Murray MD,2006-01-31,"467 Sanchez Plaza Apt. 639, Port Chad, WY 54888",2017-01-07,EE-GUN-165290,None,Yes,-,Estonian,Female,Lawyer,High School,Widowed
Adapter,222 Rem,CZ-75-Kadett-adapter,Yes,60607074619,Katie Hoover,1968-09-14,"78755 Gibson Islands Apt. 396, Port Kimberly, MD 98110",2021-07-19,EE-GUN-664365,None,Yes,Modified grip,Estonian,Female,Lawyer,High School,Married
Adapter,.300 BLK,CZ-75-Kadett-adapter,Yes,60607074620,Roberta Hughes,1994-08-15,"0289 Kane Well, Garciamouth, VA 19395",2019-05-29,EE-GUN-981334,Tallinn Marksmen Club,No,Barrel shortened,Estonian,Male,Police Officer,Master's,Divorced
Adapter,22 Mag,CMMG-Bravo-AR-15,Yes,60607074621,Tracy Jones,2002-08-21,"Unit 5961 Box 5865, DPO AP 94704",2022-01-22,EE-GUN-497519,Narva Gun Enthusiasts,No,-,Estonian,Female,Lawyer,Bachelor's,Married
Adapter,222 Rem,Heym-16-22-Magnum-Extra,Yes,60607074622,Amanda Jones,1992-05-28,"16117 Heather Burgs Apt. 504, Nicholasberg, NC 54509",2024-09-17,EE-GUN-120324,Reserve Military,Yes,Modified grip,Estonian,Male,Police Officer,PhD,Divorced
Adapter,223 Rem,Blaser-R-8,Yes,60607074623,Catherine Thompson,1990-12-07,"9237 Stevens Shores, Port Stevenport, ND 21207",2007-12-20,EE-GUN-232352,Tallinn Marksmen Club,None,Barrel shortened,Estonian,Female,Teacher,Bachelor's,Widowed
Adapter,223 Rem,CZ-581/584,Yes,60607074624,Gregory Matthews,1992-12-07,"USNV Bryant, FPO AA 26612",2018-07-18,EE-GUN-915573,None,Yes,Barrel shortened,Estonian,Female,Engineer,Master's,Married
Adapter,22LR,CZ-581/584,Yes,60607074625,Ashley James,1973-11-18,"64090 Wall Heights Apt. 953, New John, VA 86901",2010-02-09,EE-GUN-206851,Narva Gun Enthusiasts,None,Barrel shortened,Estonian,Female,Engineer,Master's,Widowed
Adapter,223 Rem,Uronen-Precision-UR-15,Yes,60607074626,Stephanie Lucas,1970-06-24,"521 Murphy Mall, East David, MN 70080",2022-07-13,EE-GUN-990844,Tallinn Marksmen Club,Yes,Barrel shortened,Estonian,Female,Teacher,Master's,Divorced
Adapter,22 Mag,Keller-Simmann,Yes,60607074627,Sandra Scott,2005-07-29,"USNV Francis, FPO AA 15596",2021-05-23,EE-GUN-745830,Tallinn Marksmen Club,Yes,-,Estonian,Female,Retired,High School,Widowed
Adapter,22 Mag,Krieghoff-Extra,Yes,60607074628,Brenda Levy,1995-06-25,"516 Joseph Crossing Suite 549, Carsonstad, TX 31148",2021-07-01,EE-GUN-452737,Reserve Military,Yes,Scope added,Estonian,Female,Retired,Bachelor's,Widowed
Adapter,223 Wylde,CZ-581/584,Yes,60607074629,Stephen Hoffman,1990-12-21,"746 Donald Camp, Wendyville, IA 70958",2010-01-26,EE-GUN-682789,Reserve Military,None,Modified grip,Estonian,Male,Teacher,Master's,Married
Adapter,.300 BLK,Krieghoff-Extra,Yes,60607074630,Jacob Avery,1996-11-07,"USCGC Matthews, FPO AP 20754",2019-07-29,EE-GUN-569945,Reserve Military,No,Scope added,Estonian,Female,Teacher,PhD,Widowed
Adapter,22 Hornet,Keller-Simmann,Yes,60607074631,Sandra Gilbert,1968-06-28,"77351 Stephens Rue Suite 064, North Stacy, NH 12516",2012-09-02,EE-GUN-546173,Narva Gun Enthusiasts,Yes,-,Estonian,Female,Nurse,PhD,Single
Adapter,223 Wylde,Heym-16-22-Magnum-Extra,Yes,60607074632,Linda Smith,2002-12-30,"318 Brenda Via, West Kim, PA 00872",2014-11-21,EE-GUN-300845,None,None,-,Estonian,Female,Police Officer,PhD,Widowed
Adapter,223 Wylde,Blaser-R-8,Yes,60607074633,Brianna Anderson,1966-07-07,"020 Tyler Freeway, Alfredview, DC 97719",2019-10-12,EE-GUN-114835,None,Yes,Barrel shortened,Estonian,Female,Teacher,PhD,Married
Adapter,222 Rem,CMMG-Bravo-AR-15,Yes,60607074634,Nichole Alvarez,2002-05-26,"8390 Ellis Burgs, South Melaniechester, CT 64761",2020-07-19,EE-GUN-592198,Tallinn Marksmen Club,Yes,Scope added,Estonian,Male,Nurse,Master's,Single
Adapter,22 Hornet,Krieghoff-Extra,Yes,60607074635,Bobby Franklin,1953-12-04,"9847 Garcia Squares Apt. 836, Beasleychester, NH 52763",2019-08-11,EE-GUN-705050,Reserve Military,No,Modified grip,Estonian,Male,Retired,High School,Married
Adapter,222 Rem,Keller-Simmann,Yes,60607074636,Emily Edwards,1966-10-20,"711 Christopher Court, Lisaside, OR 74109",2024-07-26,EE-GUN-572398,Tallinn Marksmen Club,Yes,-,Estonian,Male,Engineer,High School,Divorced
Adapter,223 Wylde,Heym-16-22-Magnum-Extra,Yes,60607074637,Bryan Gomez,1994-09-25,"USCGC Parrish, FPO AP 07244",2015-03-30,EE-GUN-351516,None,None,Barrel shortened,Estonian,Male,Lawyer,Master's,Married
Adapter,22LR,Deserttech-MDRX,Yes,60607074638,Heather Lane,1963-12-07,"15851 Andrews Valley Suite 899, New Sarahview, HI 36319",2015-12-20,EE-GUN-841296,Narva Gun Enthusiasts,None,-,Estonian,Male,Nurse,PhD,Married
Adapter,223 Rem,Deserttech-MDRX,Yes,60607074639,Heather White,1959-03-16,"20183 Barnes Junctions Apt. 545, North Ericton, CO 36166",2020-07-13,EE-GUN-378535,None,No,Barrel shortened,Estonian,Female,Engineer,Bachelor's,Married
Adapter,22 Hornet,Hubertus,Yes,60607074640,Karla Ramos,1968-01-17,"6149 Rose Inlet, East Randallton, IL 40008",2012-08-23,EE-GUN-385470,Tallinn Marksmen Club,Yes,Barrel shortened,Estonian,Female,Teacher,Bachelor's,Widowed
Adapter,22LR,Deserttech-MDRX,Yes,60607074641,Pamela Roberts,1957-08-15,"26838 Jones Wall Apt. 607, Port Lawrencechester, MO 93496",2019-09-01,EE-GUN-901909,Narva Gun Enthusiasts,None,Barrel shortened,Estonian,Female,Engineer,Master's,Widowed
Adapter,223 Rem,CZ-75-Kadett-adapter,Yes,60607074642,Jared Burch,1961-02-24,"516 John Radial Suite 816, Juliebury, WI 22538",2008-01-21,EE-GUN-195674,Tallinn Marksmen Club,Yes,-,Estonian,Female,Teacher,High School,Divorced
Adapter,22 Hornet,Krieghoff-Extra,Yes,60607074643,Ashley Hicks,2002-04-12,"12432 Kathleen Shoal, East Stephaniefort, WV 74390",2025-03-04,EE-GUN-794769,Tallinn Marksmen Club,None,Barrel shortened,Estonian,Male,Nurse,Bachelor's,Widowed
Adapter,222 Rem,CZ-75-Kadett-adapter,Yes,60607074644,Thomas Cunningham,1992-09-08,"Unit 5527 Box 1774, DPO AA 78019",2007-05-15,EE-GUN-789606,Tallinn Marksmen Club,Yes,Barrel shortened,Estonian,Female,Engineer,Master's,Married
Adapter,22 Mag,Hubertus,Yes,60607074645,Benjamin Murray,1952-01-06,"19986 Carpenter Turnpike Apt. 793, Cassidyhaven, AR 59551",2008-12-23,EE-GUN-402020,Tallinn Marksmen Club,None,-,Estonian,Male,Teacher,PhD,Divorced
Adapter,223 Rem,CMMG-Bravo-AR-15,Yes,60607074646,Sara Haas,1955-03-13,"37788 Michael Haven, Ortizmouth, PA 07364",2016-11-03,EE-GUN-197736,None,No,-,Estonian,Male,Lawyer,Bachelor's,Widowed
Adapter,222 Rem,Krieghoff-Extra,Yes,60607074647,Brandon Gregory,1968-10-16,"1925 Ponce Square, Andersonland, OH 49873",2016-08-19,EE-GUN-355570,Tallinn Marksmen Club,None,Modified grip,Estonian,Male,Engineer,PhD,Single
Adapter,222 Rem,CZ-75-Kadett-adapter,Yes,60607074648,Meagan Calderon,1999-09-24,"Unit 8168 Box 5054, DPO AE 28575",2017-01-30,EE-GUN-925981,Narva Gun Enthusiasts,No,Scope added,Estonian,Female,Retired,Master's,Married
Adapter,223 Wylde,Keller-Simmann,Yes,60607074649,Katelyn Perez,1958-10-26,"88805 Carla Drives Apt. 292, Williamsstad, VA 31634",2020-07-27,EE-GUN-577463,Narva Gun Enthusiasts,No,Modified grip,Estonian,Male,Lawyer,High School,Widowed
Adapter,.300 BLK,CZ-75-Kadett-adapter,Yes,60607074650,Nicole Bowers,1965-05-19,"3597 Hammond Tunnel Suite 886, Port James, DC 33269",2007-03-26,EE-GUN-795928,None,Yes,Barrel shortened,Estonian,Female,Police Officer,Master's,Single
Adapter,22LR,Blaser-R-8,Yes,60607074651,Shelly Spencer,1956-06-08,"1247 Mariah Course, Port Shannon, AK 54882",2007-04-08,EE-GUN-786587,None,No,-,Estonian,Female,Engineer,Master's,Single
Adapter,222 Rem,Keller-Simmann,Yes,60607074652,James Hughes,1955-01-04,"1522 Justin Village, Hortonberg, VT 61988",2020-09-20,EE-GUN-432043,Tallinn Marksmen Club,None,Barrel shortened,Estonian,Male,Teacher,Bachelor's,Divorced
Adapter,22 Hornet,Heym-16-22-Magnum-Extra,Yes,60607074653,Susan Smith,1964-02-18,"43410 Robert Underpass Suite 117, Lake Zacharybury, FL 38678",2020-01-23,EE-GUN-565230,None,None,Scope added,Estonian,Male,Nurse,High School,Widowed
Adapter,223 Wylde,CZ-75-Kadett-adapter,Yes,60607074654,Harry Duncan,1962-03-15,"518 Peter Mountains, Lake Paulstad, WA 02629",2017-08-09,EE-GUN-356059,Tallinn Marksmen Club,None,Modified grip,Estonian,Male,Police Officer,Master's,Divorced
Adapter,223 Rem,Blaser-R-8,Yes,60607074655,Haley Quinn,1992-03-17,"05852 Pollard Neck Apt. 217, West Jamesborough, AZ 41866",2016-01-03,EE-GUN-583550,Narva Gun Enthusiasts,Yes,Scope added,Estonian,Female,Nurse,PhD,Single
Adapter,223 Wylde,CZ-581/584,Yes,60607074656,Virginia Daniels,1966-09-11,"5054 Lauren Mews, Paulfurt, HI 65539",2022-05-21,EE-GUN-769975,Tallinn Marksmen Club,None,Scope added,Estonian,Female,Retired,Master's,Married
Adapter,22 Mag,CZ-75-Kadett-adapter,Yes,60607074657,Robert Adams,1955-01-29,"9284 Garcia Islands, Kirkchester, UT 58684",2017-06-01,EE-GUN-702733,Narva Gun Enthusiasts,None,Scope added,Estonian,Female,Nurse,High School,Single
Adapter,222 Rem,Hubertus,Yes,60607074658,Nicholas Buck,1991-04-19,"Unit 4016 Box 5820, DPO AE 80136",2020-05-13,EE-GUN-736553,Narva Gun Enthusiasts,No,Modified grip,Estonian,Male,Teacher,High School,Single
Adapter,222 Rem,Krieghoff-Extra,Yes,60607074659,Austin Osborne,1974-05-21,"275 Wallace Club, New Michael, SD 37029",2013-12-13,EE-GUN-707727,Narva Gun Enthusiasts,None,Modified grip,Estonian,Female,Nurse,Master's,Divorced
Adapter,22 Mag,Keller-Simmann,Yes,60607074660,Allison Lopez,1984-09-08,"4739 Benson Overpass, North Derek, NV 23131",2020-08-07,EE-GUN-656639,Narva Gun Enthusiasts,No,Scope added,Estonian,Female,Teacher,Bachelor's,Single
Adapter,22LR,Blaser-R-8,Yes,60607074661,Rita Ponce DVM,1994-11-26,"844 Jennifer Squares, Port Michael, DE 26843",2010-03-07,EE-GUN-809176,Tallinn Marksmen Club,None,Scope added,Estonian,Female,Police Officer,Bachelor's,Single
Adapter,223 Wylde,Hubertus,Yes,60607074662,Johnny Ward,1988-05-26,"114 Key Stravenue, Foxchester, OK 10167",2009-09-20,EE-GUN-962367,Narva Gun Enthusiasts,No,Modified grip,Estonian,Male,Engineer,Bachelor's,Divorced
Adapter,.300 BLK,Krieghoff-Extra,Yes,60607074663,Maria Cole,1995-09-27,"922 Shaw Ways, Port Davidberg, GA 21730",2016-06-07,EE-GUN-780776,Tallinn Marksmen Club,No,Modified grip,Estonian,Male,Nurse,Master's,Single
Adapter,22 Mag,Keller-Simmann,Yes,60607074664,Courtney Meza,1984-10-07,"PSC 1438, Box 4249, APO AP 12746",2022-07-22,EE-GUN-507524,Tallinn Marksmen Club,Yes,-,Estonian,Female,Teacher,High School,Married
Adapter,223 Wylde,CMMG-Bravo-AR-15,Yes,60607074665,Leslie Carpenter,1961-02-08,"001 Stacy Trail Suite 396, South Pamelaside, SD 40097",2021-11-20,EE-GUN-327823,Tallinn Marksmen Club,Yes,Modified grip,Estonian,Male,Teacher,Bachelor's,Widowed
Adapter,22 Hornet,Hubertus,Yes,60607074666,Robert Sullivan,1980-04-26,"76773 Lawson Island, Jessicastad, DC 49068",2022-12-23,EE-GUN-228093,Tallinn Marksmen Club,No,Modified grip,Estonian,Male,Nurse,PhD,Divorced
Adapter,22LR,Keller-Simmann,Yes,60607074667,Emma Owens,1967-08-29,"04696 Sydney Estate, Sarahmouth, WV 21386",2022-05-30,EE-GUN-714867,None,No,Scope added,Estonian,Male,Nurse,PhD,Divorced
Adapter,222 Rem,Blaser-R-8,Yes,60607074668,Julie Koch DDS,1955-08-02,"USCGC Levy, FPO AE 76961",2017-06-18,EE-GUN-793169,Reserve Military,No,Barrel shortened,Estonian,Male,Engineer,Bachelor's,Single
Adapter,223 Wylde,CMMG-Bravo-AR-15,Yes,60607074669,Douglas Harper,2006-10-24,"8016 Nicole Stream Suite 650, Williamsside, MN 73013",2015-04-11,EE-GUN-877747,Tallinn Marksmen Club,None,Barrel shortened,Estonian,Female,Lawyer,Bachelor's,Single
Adapter,223 Rem,Deserttech-MDRX,Yes,60607074670,Jonathan Duran,1968-06-28,"16558 Fischer Flat, Porterton, DC 94032",2016-10-14,EE-GUN-862569,Narva Gun Enthusiasts,Yes,Barrel shortened,Estonian,Female,Lawyer,Master's,Single
Adapter,.300 BLK,Krieghoff-Extra,Yes,60607074671,Kelly Hernandez,1984-07-14,"69495 Erickson Hills Suite 055, South Brandytown, NJ 35304",2025-02-20,EE-GUN-184714,Narva Gun Enthusiasts,None,Modified grip,Estonian,Male,Nurse,Bachelor's,Married
Adapter,22 Hornet,Keller-Simmann,Yes,60607074672,Mikayla Silva,1961-01-22,"30913 Scott Manor Apt. 636, Salaston, DC 68485",2012-07-05,EE-GUN-203996,Reserve Military,None,Modified grip,Estonian,Female,Retired,Master's,Widowed
Adapter,22 Hornet,CZ-75-Kadett-adapter,Yes,60607074673,Yolanda Mendoza,1975-02-06,"8585 Bishop Fields, West Angela, ME 38381",2012-07-04,EE-GUN-427730,Tallinn Marksmen Club,Yes,Scope added,Estonian,Male,Teacher,Master's,Single
Adapter,222 Rem,Heym-16-22-Magnum-Extra,Yes,60607074674,Katherine Castillo,1987-08-06,"USNV Roberts, FPO AP 89187",2023-12-09,EE-GUN-552855,Reserve Military,None,Scope added,Estonian,Male,Engineer,Bachelor's,Single
Adapter,223 Wylde,CZ-75-Kadett-adapter,Yes,60607074675,William Cardenas,2002-01-23,"41574 Lewis Views Suite 842, New Joycebury, AR 88297",2023-07-11,EE-GUN-401601,Narva Gun Enthusiasts,Yes,Barrel shortened,Estonian,Male,Teacher,Master's,Divorced
Adapter,222 Rem,Keller-Simmann,Yes,60607074676,Tõnu Rebane,1964-10-24,"65712 Tamara Estate, Delgadofort, SD 26644",2015-03-25,EE-GUN-701987,None,Yes,Barrel shortened,Estonian,Female,Police Officer,PhD,Widowed
Adapter,223 Wylde,Uronen-Precision-UR-15,Yes,60607074677,Mart Borissov,1971-04-24,"93802 Khan Fall, Port Randyfort, WA 38442",2006-09-24,EE-GUN-693830,Tallinn Marksmen Club,No,Modified grip,Estonian,Male,Police Officer,PhD,Married
Adapter,22 Hornet,Uronen-Precision-UR-15,Yes,60607074678,Katrin Pärn,1950-02-01,"4788 Small Dale, Nelsonville, GA 96330",2021-01-26,EE-GUN-856648,Narva Gun Enthusiasts,None,Barrel shortened,Estonian,Male,Retired,PhD,Single
Adapter,223 Wylde,Krieghoff-Extra,Yes,60607074679,Maarja Roos,1993-07-28,"54932 Wilcox Passage, Christopherville, DC 63081",2016-06-19,EE-GUN-563516,Tallinn Marksmen Club,Yes,Modified grip,Estonian,Male,Nurse,Master's,Single
Adapter,.300 BLK,CZ-581/584,Yes,60607074680,Kristi Pärn,1966-05-03,"74549 Jose Lake Apt. 017, Erikhaven, VT 41261",2009-06-14,EE-GUN-147623,None,Yes,Barrel shortened,Estonian,Male,Retired,Bachelor's,Divorced
Adapter,222 Rem,Hubertus,Yes,60607074681,Riina Raudsepp,1992-12-02,"PSC 4593, Box 3272, APO AA 98508",2018-03-03,EE-GUN-108105,Tallinn Marksmen Club,None,-,Estonian,Male,Retired,Master's,Divorced
Adapter,22LR,CZ-75-Kadett-adapter,Yes,60607074682,Liis Kuuse,1977-10-02,"339 Alicia Pines Suite 191, Port Amyhaven, OK 70842",2010-07-22,EE-GUN-582087,Reserve Military,Yes,-,Estonian,Female,Teacher,Master's,Widowed
Adapter,22 Hornet,CMMG-Bravo-AR-15,Yes,60607074683,Mart Roos,1960-08-26,"39718 Stokes Motorway Apt. 867, New Stevenport, AK 52398",2014-02-11,EE-GUN-582446,Narva Gun Enthusiasts,No,-,Estonian,Male,Retired,Master's,Married
Adapter,22 Hornet,Hubertus,Yes,60607074684,Mihkel Mets,2005-01-06,"106 Graves Plains, North Valeriefort, LA 54092",2011-07-31,EE-GUN-916964,None,No,Barrel shortened,Estonian,Male,Nurse,Bachelor's,Divorced
Adapter,22LR,Blaser-R-8,Yes,60607074685,Rasmus Tamm,2001-10-13,"6766 Felicia Shore Apt. 512, Ricebury, AL 99614",2006-03-25,EE-GUN-731661,None,None,Barrel shortened,Estonian,Male,Teacher,Master's,Married
Adapter,.300 BLK,CZ-581/584,Yes,60607074686,Riina Borissov,1969-10-04,"633 Reed Harbor Apt. 106, East Jamieville, AZ 59016",2007-02-10,EE-GUN-561124,Reserve Military,Yes,-,Estonian,Female,Nurse,High School,Widowed
Adapter,223 Wylde,Krieghoff-Extra,Yes,60607074687,Kristjan Laane,1966-02-09,"3830 William Highway Apt. 959, Joelberg, NC 29473",2019-07-12,EE-GUN-486649,Narva Gun Enthusiasts,No,Barrel shortened,Estonian,Female,Lawyer,High School,Married
Adapter,223 Wylde,CZ-581/584,Yes,60607074688,Kristi Borissov,1969-11-26,"687 Teresa Row, Floydmouth, MT 54012",2010-07-14,EE-GUN-164879,Tallinn Marksmen Club,No,Scope added,Estonian,Male,Engineer,PhD,Single
Adapter,.300 BLK,Krieghoff-Extra,Yes,60607074689,Kristi Oja,1969-11-11,"34270 Faulkner Point Apt. 634, West Deborah, MN 12620",2023-09-06,EE-GUN-739427,None,Yes,Scope added,Estonian,Female,Lawyer,Master's,Widowed
Adapter,222 Rem,Uronen-Precision-UR-15,Yes,60607074690,Riina Raudsepp,1998-10-06,"6990 Jacob Trace, South Jason, MA 40240",2005-12-23,EE-GUN-685066,Tallinn Marksmen Club,Yes,Scope added,Estonian,Male,Nurse,High School,Divorced
Adapter,223 Wylde,CZ-75-Kadett-adapter,Yes,60607074691,Kadri Nurm,1963-11-14,"USS Burgess, FPO AA 32298",2012-05-31,EE-GUN-424620,Tallinn Marksmen Club,None,Scope added,Estonian,Male,Teacher,High School,Married
Adapter,22LR,Uronen-Precision-UR-15,Yes,60607074692,Mart Saar,1976-06-12,"PSC 8546, Box 7854, APO AA 47640",2022-11-27,EE-GUN-458332,Tallinn Marksmen Club,No,Modified grip,Estonian,Male,Retired,High School,Widowed
Adapter,223 Rem,Keller-Simmann,Yes,60607074693,Riina Roos,1983-04-18,"3556 Anna Forges Apt. 048, Phillipsborough, IN 50287",2024-11-04,EE-GUN-237414,Tallinn Marksmen Club,No,Modified grip,Estonian,Male,Teacher,PhD,Married
Adapter,22 Hornet,Uronen-Precision-UR-15,Yes,60607074694,Annika Roos,2006-03-02,"7772 Jackson Stravenue Suite 280, Port Melanieton, AL 54554",2010-02-18,EE-GUN-398768,Tallinn Marksmen Club,No,Modified grip,Estonian,Female,Lawyer,PhD,Widowed
Adapter,22 Hornet,Hubertus,Yes,60607074695,Kristi Oja,2006-10-16,"203 Brooks River, Hopkinstown, ND 72806",2019-06-14,EE-GUN-538997,None,No,Modified grip,Estonian,Female,Police Officer,Master's,Widowed
Adapter,.300 BLK,Keller-Simmann,Yes,60607074696,Erik Nurm,1950-04-06,"408 Drake Fall Apt. 182, East Christine, MI 35539",2018-12-17,EE-GUN-900185,None,Yes,-,Estonian,Male,Lawyer,High School,Divorced
Adapter,223 Wylde,CMMG-Bravo-AR-15,Yes,60607074697,Kristjan Lepik,1954-11-01,"9334 Desiree Walks Apt. 166, Tranton, AL 92624",2011-04-15,EE-GUN-626392,Narva Gun Enthusiasts,No,-,Estonian,Male,Nurse,PhD,Single
Adapter,22LR,Uronen-Precision-UR-15,Yes,60607074698,Jüri Laane,1955-01-31,"591 Jerry Ways Suite 401, Rachelshire, AZ 24009",2016-02-27,EE-GUN-400814,Tallinn Marksmen Club,None,Modified grip,Estonian,Female,Lawyer,High School,Single
Adapter,223 Wylde,Deserttech-MDRX,Yes,60607074699,Ene Roos,1950-07-10,"USNS Goodwin, FPO AP 52706",2008-01-28,EE-GUN-653408,Tallinn Marksmen Club,No,Scope added,Estonian,Male,Nurse,High School,Single
Adapter,22 Hornet,CZ-581/584,Yes,60607074700,Toomas Raudsepp,1969-10-27,"685 Campos Dam, New Juliestad, CT 57791",2013-05-09,EE-GUN-977330,Tallinn Marksmen Club,None,Barrel shortened,Estonian,Male,Teacher,PhD,Widowed
Adapter,22LR,CZ-581/584,Yes,60607074701,Mihkel Koppel,2006-07-12,"0477 Michael Lane Suite 296, Port Christinebury, CA 11253",2014-07-29,EE-GUN-536802,None,None,Barrel shortened,Estonian,Female,Police Officer,High School,Married
Adapter,22LR,CZ-75-Kadett-adapter,Yes,60607074702,Siim Kuuse,1959-12-14,"655 Christopher Inlet, Wardview, DC 11943",2011-10-31,EE-GUN-474440,Reserve Military,Yes,Modified grip,Estonian,Male,Engineer,Bachelor's,Divorced
Adapter,223 Wylde,Keller-Simmann,Yes,60607074703,Mart Kalda,1978-10-14,"01581 Shields Bridge Suite 661, New Adriana, MS 22717",2010-03-07,EE-GUN-829168,Tallinn Marksmen Club,None,Modified grip,Estonian,Male,Police Officer,Master's,Single
Adapter,22 Mag,CMMG-Bravo-AR-15,Yes,60607074704,Kristjan Mets,1967-10-04,"12646 Washington Club Suite 437, South Daniel, AL 52365",2016-10-04,EE-GUN-425138,Tallinn Marksmen Club,None,-,Estonian,Female,Police Officer,PhD,Widowed
Adapter,222 Rem,CMMG-Bravo-AR-15,Yes,60607074705,Siim Raudsepp,2006-09-23,"5692 Flores Square Apt. 752, Novakport, UT 83456",2022-03-01,EE-GUN-938171,Narva Gun Enthusiasts,Yes,-,Estonian,Female,Lawyer,Bachelor's,Divorced
Adapter,.300 BLK,Krieghoff-Extra,Yes,60607074706,Kristi Rebane,1988-08-23,"4651 Brittany Plains Apt. 807, South Lauren, UT 09565",2019-05-18,EE-GUN-940064,Reserve Military,None,-,Estonian,Male,Lawyer,PhD,Widowed
Adapter,22LR,Heym-16-22-Magnum-Extra,Yes,60607074707,Erik Pärn,1995-04-02,"42661 Ewing Neck Suite 886, Port Tanyaside, SC 11639",2009-03-06,EE-GUN-567576,Tallinn Marksmen Club,No,-,Estonian,Female,Lawyer,High School,Widowed
Adapter,223 Wylde,CMMG-Bravo-AR-15,Yes,60607074708,Tatjana Sepp,2001-10-13,"90965 Rodriguez Courts Suite 388, South Neil, WI 89571",2022-06-26,EE-GUN-638009,None,No,Modified grip,Estonian,Female,Police Officer,PhD,Single
